Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Revenue,Cost,Profit,Profit_Margin,Year,Month,Month_Name,Year_Month
1081,2023-01-05,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,41273.759999999995,27226.76,14046.999999999996,34.0337299049081,2023,1,Jan,2023-01
1052,2023-01-05,Bob,North,8837.34,11,Clothing,3451.59,3929.26,New,0.3,Credit Card,Retail,North-Bob,43221.86,37967.490000000005,5254.369999999995,12.15674198195079,2023,1,Jan,2023-01
1023,2023-01-05,Alice,East,6442.09,2,Clothing,575.32,914.77,Returning,0.26,Bank Transfer,Online,East-Alice,1829.54,1150.64,678.8999999999999,37.10768827136876,2023,1,Jan,2023-01
1087,2023-01-06,Eve,South,7698.92,46,Furniture,3702.51,3964.65,New,0.12,Bank Transfer,Online,South-Eve,182373.9,170315.46000000002,12058.439999999973,6.611932957511998,2023,1,Jan,2023-01
1062,2023-01-06,Eve,East,3439.72,15,Clothing,4756.55,4888.46,New,0.29,Credit Card,Online,East-Eve,73326.9,71348.25,1978.6499999999942,2.698395813814568,2023,1,Jan,2023-01
1034,2023-01-07,David,West,3677.9,28,Furniture,137.47,234.63,New,0.27,Bank Transfer,Retail,West-David,6569.639999999999,3849.16,2720.4799999999996,41.40987938456293,2023,1,Jan,2023-01
1021,2023-01-07,Bob,North,2971.45,9,Furniture,3365.28,3730.43,New,0.17,Bank Transfer,Online,North-Bob,33573.869999999995,30287.52,3286.349999999995,9.788415812654291,2023,1,Jan,2023-01
1085,2023-01-07,Eve,West,2719.89,16,Food,472.08,842.46,New,0.0,Cash,Retail,West-Eve,13479.36,7553.28,5926.080000000001,43.9641051207179,2023,1,Jan,2023-01
1069,2023-01-07,Alice,East,2574.57,6,Food,1768.6,2152.2,New,0.25,Bank Transfer,Retail,East-Alice,12913.199999999999,10611.599999999999,2301.6000000000004,17.823622339931237,2023,1,Jan,2023-01
1065,2023-01-07,Eve,North,2365.87,6,Clothing,2019.9,2116.74,New,0.11,Credit Card,Online,North-Eve,12700.439999999999,12119.400000000001,581.0399999999972,4.574959607698609,2023,1,Jan,2023-01
1041,2023-01-08,David,East,1714.05,36,Food,864.77,1170.16,Returning,0.11,Cash,Retail,East-David,42125.76,31131.72,10994.04,26.098140425240995,2023,1,Jan,2023-01
1039,2023-01-08,Eve,South,3613.75,4,Electronics,1054.12,1175.2199999999998,Returning,0.12,Bank Transfer,Retail,South-Eve,4700.879999999999,4216.48,484.39999999999964,10.304453634213163,2023,1,Jan,2023-01
1057,2023-01-09,Charlie,North,2114.38,12,Furniture,639.16,746.28,Returning,0.04,Bank Transfer,Retail,North-Charlie,8955.36,7669.92,1285.4400000000005,14.35386182130032,2023,1,Jan,2023-01
1066,2023-01-09,Alice,North,6264.04,48,Clothing,2588.54,2872.8,New,0.17,Cash,Online,North-Alice,137894.40000000002,124249.92,13644.480000000025,9.894876079086622,2023,1,Jan,2023-01
1067,2023-01-09,Charlie,North,1875.71,48,Electronics,210.63,533.5799999999999,New,0.04,Bank Transfer,Online,North-Charlie,25611.839999999997,10110.24,15501.599999999997,60.52513212639153,2023,1,Jan,2023-01
1051,2023-01-09,David,South,5785.45,23,Furniture,2598.18,3042.73,Returning,0.24,Credit Card,Online,South-David,69982.79,59758.14,10224.649999999994,14.610234887748824,2023,1,Jan,2023-01
1037,2023-01-09,Charlie,North,7750.81,41,Clothing,4965.07,5243.13,New,0.01,Credit Card,Online,North-Charlie,214968.33000000002,203567.87,11400.460000000021,5.3033207263600275,2023,1,Jan,2023-01
1054,2023-01-10,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,117172.8,106164.40000000001,11008.399999999994,9.3950131771196,2023,1,Jan,2023-01
1094,2023-01-10,Eve,North,2548.67,25,Electronics,1933.39,1982.92,New,0.17,Bank Transfer,Online,North-Eve,49573.0,48334.75,1238.25,2.4978314808464286,2023,1,Jan,2023-01
1044,2023-01-11,Eve,North,3594.29,5,Food,4762.87,5050.46,New,0.25,Cash,Retail,North-Eve,25252.3,23814.35,1437.9500000000007,5.69433279344852,2023,1,Jan,2023-01
1084,2023-01-11,Bob,East,8967.18,21,Clothing,576.74,648.29,Returning,0.2,Bank Transfer,Online,East-Bob,13614.09,12111.54,1502.5499999999993,11.036727390519669,2023,1,Jan,2023-01
1088,2023-01-11,Alice,South,1758.16,11,Food,3884.13,3915.41,Returning,0.02,Cash,Online,South-Alice,43069.509999999995,42725.43,344.07999999999447,0.798894624062346,2023,1,Jan,2023-01
1077,2023-01-11,Eve,North,9192.42,35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve,33967.15,20487.95,13479.2,39.68304670836382,2023,1,Jan,2023-01
1060,2023-01-11,Charlie,West,1016.99,34,Electronics,4984.21,5184.64,New,0.17,Cash,Online,West-Charlie,176277.76,169463.14,6814.619999999995,3.865842179977778,2023,1,Jan,2023-01
1078,2023-01-12,Eve,East,4481.2,36,Food,4548.88,4853.41,Returning,0.25,Credit Card,Retail,East-Eve,174722.76,163759.68,10963.080000000016,6.274557476083835,2023,1,Jan,2023-01
1094,2023-01-12,Eve,West,5835.21,38,Food,3443.98,3820.3,Returning,0.01,Credit Card,Retail,West-Eve,145171.4,130871.24,14300.159999999989,9.850535298274997,2023,1,Jan,2023-01
1048,2023-01-12,Charlie,East,6482.98,47,Clothing,702.44,1067.66,New,0.24,Cash,Retail,East-Charlie,50180.020000000004,33014.68,17165.340000000004,34.20751924770059,2023,1,Jan,2023-01
1045,2023-01-12,Charlie,South,9613.11,35,Furniture,3777.94,4188.66,New,0.17,Bank Transfer,Online,South-Charlie,146603.1,132227.9,14375.200000000012,9.805522529878298,2023,1,Jan,2023-01
1087,2023-01-12,Charlie,North,6701.79,21,Food,3724.38,3988.7,New,0.03,Bank Transfer,Retail,North-Charlie,83762.7,78211.98,5550.720000000001,6.626720485371175,2023,1,Jan,2023-01
1022,2023-01-12,Eve,East,2761.65,13,Food,2312.45,2504.6,Returning,0.06,Bank Transfer,Online,East-Eve,32559.8,30061.85,2497.9500000000007,7.671883733929572,2023,1,Jan,2023-01
1013,2023-01-12,Alice,West,7646.8,35,Electronics,1312.71,1352.11,Returning,0.22,Bank Transfer,Retail,West-Alice,47323.85,45944.85,1379.0,2.913964100553949,2023,1,Jan,2023-01
1090,2023-01-13,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,48275.41,40510.66,7764.75,16.084275617752393,2023,1,Jan,2023-01
1012,2023-01-13,Alice,East,8892.37,39,Furniture,3126.52,3465.79,New,0.08,Cash,Online,East-Alice,135165.81,121934.28,13231.529999999999,9.789110130734983,2023,1,Jan,2023-01
1033,2023-01-14,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,32826.24,32296.08,530.1599999999962,1.6150494238755222,2023,1,Jan,2023-01
1058,2023-01-14,Bob,East,5235.14,6,Food,4987.71,4998.78,Returning,0.17,Cash,Retail,East-Bob,29992.68,29926.260000000002,66.41999999999825,0.22145403478448158,2023,1,Jan,2023-01
1024,2023-01-14,Bob,South,3334.75,45,Clothing,2693.99,3045.9399999999996,New,0.01,Cash,Retail,South-Bob,137067.3,121229.54999999999,15837.75,11.554725306473536,2023,1,Jan,2023-01
1056,2023-01-14,Charlie,West,5720.5,25,Food,2361.74,2584.35,Returning,0.2,Cash,Online,West-Charlie,64608.75,59043.49999999999,5565.250000000007,8.613771354499208,2023,1,Jan,2023-01
1042,2023-01-15,David,South,2298.55,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,South-David,108887.06000000001,99929.48000000001,8957.580000000002,8.226487150998475,2023,1,Jan,2023-01
1027,2023-01-15,Bob,West,6261.2,26,Food,149.11,477.67,Returning,0.14,Cash,Retail,West-Bob,12419.42,3876.8600000000006,8542.56,68.78388845855925,2023,1,Jan,2023-01
1017,2023-01-15,Eve,North,289.53,6,Furniture,2594.42,3081.04,Returning,0.1,Bank Transfer,Retail,North-Eve,18486.239999999998,15566.52,2919.7199999999975,15.79401760444524,2023,1,Jan,2023-01
1094,2023-01-15,Bob,North,8872.33,45,Furniture,4470.91,4695.54,Returning,0.06,Cash,Retail,North-Bob,211299.3,201190.94999999998,10108.350000000006,4.783901319124108,2023,1,Jan,2023-01
1040,2023-01-15,Charlie,North,8601.77,19,Furniture,342.3,768.06,Returning,0.09,Credit Card,Online,North-Charlie,14593.14,6503.7,8089.44,55.43316928364972,2023,1,Jan,2023-01
1013,2023-01-16,Eve,East,6769.09,20,Clothing,3356.62,3759.01,Returning,0.05,Credit Card,Retail,East-Eve,75180.20000000001,67132.4,8047.8000000000175,10.704680221654126,2023,1,Jan,2023-01
1034,2023-01-16,Alice,North,1937.9,13,Furniture,366.31,492.68,New,0.12,Credit Card,Retail,North-Alice,6404.84,4762.03,1642.8100000000004,25.64950880896323,2023,1,Jan,2023-01
1009,2023-01-17,David,West,8401.07,12,Furniture,2278.67,2476.8,New,0.09,Cash,Retail,West-David,29721.600000000002,27344.04,2377.5600000000013,7.999434754521968,2023,1,Jan,2023-01
1080,2023-01-17,Bob,South,4224.0,47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob,197928.75,189660.51,8268.23999999999,4.177382012466603,2023,1,Jan,2023-01
1029,2023-01-17,Charlie,North,6275.06,31,Electronics,2719.0,3133.55,Returning,0.17,Bank Transfer,Retail,North-Charlie,97140.05,84289.0,12851.050000000003,13.229404349699225,2023,1,Jan,2023-01
1076,2023-01-17,Charlie,South,8464.23,16,Clothing,1964.15,2211.17,Returning,0.21,Bank Transfer,Online,South-Charlie,35378.72,31426.4,3952.3199999999997,11.171461262589489,2023,1,Jan,2023-01
1060,2023-01-17,Bob,South,2747.28,3,Electronics,1190.41,1582.89,New,0.02,Credit Card,Retail,South-Bob,4748.67,3571.2300000000005,1177.4399999999996,24.795153169203157,2023,1,Jan,2023-01
1016,2023-01-17,Eve,West,4598.02,21,Electronics,2863.74,2953.91,New,0.1,Bank Transfer,Retail,West-Eve,62032.11,60138.53999999999,1893.570000000007,3.052564228429449,2023,1,Jan,2023-01
1080,2023-01-18,Charlie,East,5138.02,44,Electronics,1763.67,1983.82,New,0.24,Credit Card,Online,East-Charlie,87288.08,77601.48000000001,9686.599999999991,11.097276970692896,2023,1,Jan,2023-01
1048,2023-01-19,Bob,West,5187.16,7,Clothing,4310.95,4723.2,Returning,0.05,Credit Card,Retail,West-Bob,33062.4,30176.649999999998,2885.7500000000036,8.728192750677517,2023,1,Jan,2023-01
1017,2023-01-20,Bob,East,496.59,29,Clothing,3410.49,3481.72,New,0.24,Bank Transfer,Retail,East-Bob,100969.87999999999,98904.20999999999,2065.6699999999983,2.0458279241294517,2023,1,Jan,2023-01
1092,2023-01-20,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie,189279.19999999998,184966.4,4312.799999999988,2.278538793486019,2023,1,Jan,2023-01
1053,2023-01-20,David,West,8785.77,42,Furniture,2443.57,2943.3100000000004,New,0.29,Cash,Online,West-David,123619.02000000002,102629.94,20989.080000000016,16.978843546891095,2023,1,Jan,2023-01
1046,2023-01-20,Eve,East,4104.82,43,Clothing,4052.42,4199.3,New,0.1,Bank Transfer,Retail,East-Eve,180569.9,174254.06,6315.8399999999965,3.497725811444763,2023,1,Jan,2023-01
1003,2023-01-21,Charlie,North,6395.81,3,Furniture,1792.05,2091.23,Returning,0.09,Cash,Retail,North-Charlie,6273.6900000000005,5376.15,897.5400000000009,14.306412972269921,2023,1,Jan,2023-01
1035,2023-01-22,Alice,North,8387.48,28,Furniture,3771.38,4234.92,New,0.28,Credit Card,Retail,North-Alice,118577.76000000001,105598.64,12979.12000000001,10.945661311193607,2023,1,Jan,2023-01
1006,2023-01-22,Alice,South,5053.56,29,Electronics,4353.29,4405.8,New,0.04,Bank Transfer,Online,South-Alice,127768.20000000001,126245.41,1522.7900000000081,1.1918380316855117,2023,1,Jan,2023-01
1045,2023-01-22,Bob,East,4594.5,46,Food,2577.08,2961.56,Returning,0.1,Cash,Online,East-Bob,136231.76,118545.68,17686.080000000016,12.98234714137145,2023,1,Jan,2023-01
1018,2023-01-23,David,North,7019.59,20,Furniture,1140.62,1258.63,Returning,0.26,Bank Transfer,Online,North-David,25172.600000000002,22812.399999999998,2360.2000000000044,9.376067629088787,2023,1,Jan,2023-01
1037,2023-01-23,Bob,North,9813.81,40,Clothing,2790.11,3192.37,Returning,0.26,Bank Transfer,Online,North-Bob,127694.79999999999,111604.40000000001,16090.39999999998,12.600669721868066,2023,1,Jan,2023-01
1037,2023-01-23,Charlie,East,3649.93,25,Food,1074.62,1382.4299999999998,Returning,0.24,Credit Card,Retail,East-Charlie,34560.74999999999,26865.499999999996,7695.249999999996,22.265865179430417,2023,1,Jan,2023-01
1054,2023-01-24,Bob,East,6624.55,22,Electronics,4200.08,4647.28,Returning,0.11,Cash,Online,East-Bob,102240.15999999999,92401.76,9838.399999999994,9.622833141106192,2023,1,Jan,2023-01
1017,2023-01-24,Eve,North,4637.4,27,Electronics,927.89,1399.09,Returning,0.27,Credit Card,Online,North-Eve,37775.43,25053.03,12722.400000000001,33.67903422939197,2023,1,Jan,2023-01
1096,2023-01-25,Charlie,West,6206.16,27,Clothing,4809.0,4967.44,New,0.12,Cash,Online,West-Charlie,134120.87999999998,129843.0,4277.879999999976,3.1895704829851823,2023,1,Jan,2023-01
1048,2023-01-25,Eve,South,4961.85,7,Electronics,1655.43,2001.08,New,0.19,Bank Transfer,Online,South-Eve,14007.56,11588.01,2419.5499999999993,17.273172486857092,2023,1,Jan,2023-01
1011,2023-01-25,Eve,North,2896.48,22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve,33226.6,29139.44,4087.16,12.30086737734225,2023,1,Jan,2023-01
1090,2023-01-25,Charlie,South,2381.12,17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie,78970.95000000001,71234.42,7736.530000000013,9.796678398828952,2023,1,Jan,2023-01
1083,2023-01-25,David,East,757.99,34,Clothing,1167.91,1547.2600000000002,New,0.11,Bank Transfer,Online,East-David,52606.84000000001,39708.94,12897.900000000009,24.51753422178562,2023,1,Jan,2023-01
1061,2023-01-25,Bob,East,2375.28,38,Furniture,4440.86,4506.8099999999995,Returning,0.24,Bank Transfer,Online,East-Bob,171258.77999999997,168752.68,2506.0999999999767,1.4633410327925829,2023,1,Jan,2023-01
1026,2023-01-26,David,East,2195.2,5,Food,4093.61,4117.88,Returning,0.12,Credit Card,Retail,East-David,20589.4,20468.05,121.35000000000218,0.5893809435923445,2023,1,Jan,2023-01
1018,2023-01-26,Alice,East,3187.45,11,Clothing,2414.82,2519.07,Returning,0.0,Cash,Online,East-Alice,27709.77,26563.02,1146.75,4.138432040395861,2023,1,Jan,2023-01
1023,2023-01-26,David,North,2676.34,36,Clothing,1991.72,2329.37,New,0.28,Credit Card,Retail,North-David,83857.31999999999,71701.92,12155.399999999994,14.495335648694708,2023,1,Jan,2023-01
1016,2023-01-27,Eve,North,2783.85,41,Food,3386.49,3430.99,New,0.21,Bank Transfer,Retail,North-Eve,140670.59,138846.09,1824.5,1.297001740022559,2023,1,Jan,2023-01
1092,2023-01-27,David,West,6939.75,26,Furniture,3697.29,4003.96,New,0.24,Cash,Online,West-David,104102.96,96129.54,7973.420000000013,7.659167424250005,2023,1,Jan,2023-01
1034,2023-01-27,Bob,East,414.26,38,Food,2729.75,3081.5,New,0.01,Bank Transfer,Online,East-Bob,117097.0,103730.5,13366.5,11.414895343177024,2023,1,Jan,2023-01
1065,2023-01-27,Bob,South,1621.54,12,Electronics,2035.68,2079.64,Returning,0.04,Cash,Online,South-Bob,24955.68,24428.16,527.5200000000004,2.1138273932026714,2023,1,Jan,2023-01
1009,2023-01-29,Eve,West,182.8,16,Clothing,3745.69,3883.77,Returning,0.18,Bank Transfer,Retail,West-Eve,62140.32,59931.04,2209.279999999999,3.555308373049895,2023,1,Jan,2023-01
1018,2023-01-29,David,West,6008.83,25,Food,4660.82,5011.429999999999,New,0.07,Bank Transfer,Online,West-David,125285.74999999999,116520.5,8765.249999999985,6.996206671548828,2023,1,Jan,2023-01
1042,2023-01-29,Eve,North,9772.37,25,Food,2403.54,2850.56,New,0.13,Bank Transfer,Online,North-Eve,71264.0,60088.5,11175.5,15.681830938482264,2023,1,Jan,2023-01
1092,2023-01-29,Bob,South,8936.33,13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob,37879.14,34898.5,2980.6399999999994,7.8688164514822665,2023,1,Jan,2023-01
1007,2023-01-29,Charlie,West,2491.21,13,Furniture,3765.46,3860.56,Returning,0.22,Cash,Retail,West-Charlie,50187.28,48950.98,1236.2999999999956,2.463373189381843,2023,1,Jan,2023-01
1017,2023-01-29,Charlie,South,4882.09,19,Electronics,1233.12,1697.1899999999998,New,0.1,Credit Card,Online,South-Charlie,32246.609999999997,23429.28,8817.329999999998,27.3434323794036,2023,1,Jan,2023-01
1042,2023-01-31,Alice,North,5207.03,11,Food,635.2,814.1400000000001,Returning,0.02,Cash,Online,North-Alice,8955.54,6987.200000000001,1968.3400000000001,21.97902080723217,2023,1,Jan,2023-01
1057,2023-01-31,Charlie,North,975.01,36,Food,4995.3,5165.09,Returning,0.24,Cash,Online,North-Charlie,185943.24,179830.80000000002,6112.439999999973,3.2872612093883995,2023,1,Jan,2023-01
1069,2023-02-01,Eve,North,2726.73,18,Furniture,2760.21,3219.58,New,0.27,Bank Transfer,Retail,North-Eve,57952.44,49683.78,8268.660000000003,14.268010113120349,2023,2,Feb,2023-02
1097,2023-02-01,Alice,West,1099.68,27,Electronics,3955.19,4393.68,Returning,0.04,Credit Card,Online,West-Alice,118629.36000000002,106790.13,11839.23000000001,9.980016751333741,2023,2,Feb,2023-02
1096,2023-02-02,Alice,East,9289.0,31,Electronics,1724.24,2036.2,New,0.17,Cash,Online,East-Alice,63122.200000000004,53451.44,9670.760000000002,15.320695413024263,2023,2,Feb,2023-02
1035,2023-02-03,Charlie,North,1736.32,5,Food,4483.85,4795.42,Returning,0.23,Cash,Online,North-Charlie,23977.1,22419.25,1557.8499999999985,6.49724111756634,2023,2,Feb,2023-02
1052,2023-02-03,Bob,North,5053.97,18,Furniture,152.75,267.22,Returning,0.09,Cash,Online,North-Bob,4809.960000000001,2749.5,2060.460000000001,42.837362472868804,2023,2,Feb,2023-02
1013,2023-02-03,Bob,North,6520.2,42,Clothing,4625.33,4642.83,New,0.19,Credit Card,Online,North-Bob,194998.86,194263.86,735.0,0.3769252804862552,2023,2,Feb,2023-02
1026,2023-02-04,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,32600.769999999997,24044.12,8556.649999999998,26.246772698927046,2023,2,Feb,2023-02
1038,2023-02-04,Charlie,North,8753.31,7,Furniture,523.02,686.25,Returning,0.04,Cash,Online,North-Charlie,4803.75,3661.14,1142.6100000000001,23.78579234972678,2023,2,Feb,2023-02
1048,2023-02-05,David,North,9070.26,42,Electronics,4723.83,5186.19,Returning,0.22,Credit Card,Online,North-David,217819.97999999998,198400.86,19419.119999999995,8.915215215794252,2023,2,Feb,2023-02
1080,2023-02-05,Charlie,South,245.46,9,Electronics,1141.52,1550.19,New,0.28,Credit Card,Retail,South-Charlie,13951.710000000001,10273.68,3678.0300000000007,26.362574910172302,2023,2,Feb,2023-02
1030,2023-02-05,David,East,236.08,49,Furniture,2590.29,2925.86,Returning,0.26,Cash,Retail,East-David,143367.14,126924.20999999999,16442.930000000022,11.469106519108927,2023,2,Feb,2023-02
1027,2023-02-06,Eve,West,3668.23,45,Food,1153.9,1485.34,New,0.25,Credit Card,Retail,West-Eve,66840.3,51925.50000000001,14914.799999999996,22.314082970902277,2023,2,Feb,2023-02
1036,2023-02-06,Charlie,East,6242.69,26,Electronics,4266.36,4331.429999999999,Returning,0.14,Credit Card,Retail,East-Charlie,112617.17999999998,110925.35999999999,1691.8199999999924,1.5022752301203002,2023,2,Feb,2023-02
1026,2023-02-06,Bob,West,961.47,34,Electronics,68.33,219.08,New,0.02,Credit Card,Online,West-Bob,7448.72,2323.22,5125.5,68.81048018988497,2023,2,Feb,2023-02
1027,2023-02-07,Bob,West,7896.74,3,Food,999.09,1271.99,New,0.15,Credit Card,Online,West-Bob,3815.9700000000003,2997.27,818.7000000000003,21.454571183735727,2023,2,Feb,2023-02
1017,2023-02-07,Charlie,West,7542.3,2,Food,728.41,1094.92,New,0.24,Cash,Retail,West-Charlie,2189.84,1456.82,733.0200000000002,33.47367844226063,2023,2,Feb,2023-02
1081,2023-02-07,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,118048.84,114065.28,3983.5599999999977,3.374501604590098,2023,2,Feb,2023-02
1077,2023-02-07,Eve,West,9605.34,12,Clothing,2427.46,2743.09,New,0.29,Credit Card,Retail,West-Eve,32917.08,29129.52,3787.5600000000013,11.50636690739276,2023,2,Feb,2023-02
1072,2023-02-07,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,104068.38,94644.42,9423.960000000006,9.05554597851913,2023,2,Feb,2023-02
1015,2023-02-08,Charlie,East,2669.81,23,Electronics,2644.77,2684.83,New,0.24,Cash,Online,East-Charlie,61751.09,60829.71,921.3799999999974,1.4920870222695624,2023,2,Feb,2023-02
1033,2023-02-08,Eve,North,8395.29,39,Electronics,4232.81,4345.25,Returning,0.12,Bank Transfer,Online,North-Eve,169464.75,165079.59000000003,4385.159999999974,2.587653184511808,2023,2,Feb,2023-02
1027,2023-02-08,Alice,West,7179.49,20,Electronics,1748.11,2220.9,New,0.23,Credit Card,Retail,West-Alice,44418.0,34962.2,9455.800000000003,21.28821648881085,2023,2,Feb,2023-02
1090,2023-02-08,Charlie,North,1740.91,44,Clothing,3542.18,3578.49,Returning,0.12,Cash,Online,North-Charlie,157453.56,155855.91999999998,1597.640000000014,1.0146737869883755,2023,2,Feb,2023-02
1048,2023-02-08,Charlie,West,7454.53,27,Clothing,3197.76,3572.61,Returning,0.08,Credit Card,Online,West-Charlie,96460.47,86339.52,10120.949999999997,10.492329137521304,2023,2,Feb,2023-02
1078,2023-02-08,Alice,South,9813.32,49,Furniture,3026.85,3183.58,Returning,0.25,Cash,Retail,South-Alice,155995.41999999998,148315.65,7679.7699999999895,4.923074023583506,2023,2,Feb,2023-02
1020,2023-02-09,Charlie,East,2102.32,29,Electronics,184.05,675.9100000000001,Returning,0.1,Cash,Retail,East-Charlie,19601.390000000003,5337.450000000001,14263.940000000002,72.77004334896658,2023,2,Feb,2023-02
1038,2023-02-09,Alice,East,5529.35,16,Furniture,3899.7,4228.18,New,0.27,Cash,Retail,East-Alice,67650.88,62395.2,5255.680000000008,7.768827249549462,2023,2,Feb,2023-02
1046,2023-02-09,Charlie,East,9709.7,3,Furniture,1216.16,1295.37,New,0.14,Cash,Retail,East-Charlie,3886.1099999999997,3648.4800000000005,237.6299999999992,6.114855215112264,2023,2,Feb,2023-02
1039,2023-02-09,David,South,9091.46,20,Food,2014.11,2056.35,Returning,0.21,Bank Transfer,Retail,South-David,41127.0,40282.2,844.8000000000029,2.0541250273542997,2023,2,Feb,2023-02
1092,2023-02-09,David,West,2749.17,34,Furniture,2037.41,2238.65,New,0.3,Credit Card,Online,West-David,76114.1,69271.94,6842.1600000000035,8.989346257789297,2023,2,Feb,2023-02
1092,2023-02-09,Alice,South,7192.33,14,Clothing,3586.58,4068.43,New,0.22,Credit Card,Online,South-Alice,56958.02,50212.119999999995,6745.9000000000015,11.843635013998032,2023,2,Feb,2023-02
1024,2023-02-10,David,East,6274.12,13,Clothing,1493.88,1781.09,New,0.04,Cash,Retail,East-David,23154.17,19420.440000000002,3733.729999999996,16.1255186430781,2023,2,Feb,2023-02
1056,2023-02-10,Bob,West,3063.9,42,Furniture,1080.12,1424.1699999999998,New,0.1,Cash,Online,West-Bob,59815.13999999999,45365.03999999999,14450.099999999999,24.157930584129705,2023,2,Feb,2023-02
1092,2023-02-10,Bob,East,5426.42,47,Furniture,3681.53,4076.96,Returning,0.17,Cash,Retail,East-Bob,191617.12,173031.91,18585.209999999992,9.699138573839328,2023,2,Feb,2023-02
